hyperinflation,gold standard,0,2544,0,0,198,0,0,27
hyperinflation,inventory,0,62551,0,0,330,0,0,23
hyperinflation,government budget,0,34296,0,0,594,5,0,15
hyperinflation,currency,0,-65875,0,-122,5709,10,1,-140
hyperinflation,shock,0,-136640,0,0,1221,0,0,-4
hyperinflation,balance of trade,0,5539,0,0,33,0,0,32
hyperinflation,price index,0,362400,0,0,2871,0,0,-54
hyperinflation,marginal product of capital,0,8608,0,0,33,0,0,32
hyperinflation,supply shock,0,-69644,0,0,528,0,0,17
hyperinflation,investment,0,418377,0,0,12177,2,0,-336
hyperinflation,adverse selection,0,110973,0,0,693,0,0,12
hyperinflation,rate of return,0,-24148,0,0,165,0,0,28
hyperinflation,deflation,0,44618,0,0,858,13,0,7
hyperinflation,quantity theory of money,0,2179,0,0,429,25,0,20
hyperinflation,unemployment benefits,0,24603,0,0,99,0,0,30
hyperinflation,moral hazard,0,99796,0,0,627,0,0,14
hyperinflation,compensation of employees,0,20290,0,0,33,0,0,32
hyperinflation,leverage,0,27201,0,0,594,0,0,15
hyperinflation,store of value,0,16171,0,0,429,6,0,20
hyperinflation,exchange rate,0,-153719,0,-44,5478,47,3,-133
hyperinflation,gdp,0,1760471,0,0,16203,6,0,-458
hyperinflation,federal reserve system,0,2399,0,0,66,0,0,31
hyperinflation,unit of account,0,3768,0,0,396,5,0,21
hyperinflation,bond,0,206639,0,0,5709,1,0,-140
hyperinflation,macroeconomic model,0,-2386,0,0,66,0,0,31
hyperinflation,security,0,477659,0,0,1848,0,0,-23
hyperinflation,gross national product,0,5374,0,0,33,0,0,32
hyperinflation,information asymmetry,0,6265,0,0,33,0,0,32
hyperinflation,monetary system,0,11082,0,0,693,0,0,12
hyperinflation,frictional unemployment,0,25175,0,0,462,0,0,19
hyperinflation,reserve requirement,0,9523,0,0,528,0,0,17
hyperinflation,labor demand,0,311462,0,0,1254,0,0,-5
hyperinflation,money creation,0,1592,0,0,165,0,0,28
hyperinflation,velocity of money,0,3608,0,0,363,10,0,22
hyperinflation,workforce,0,51016,0,0,231,0,0,26
hyperinflation,interest rate,0,-99733,0,0,16599,17,0,-470
hyperinflation,income,0,7422034,0,0,31119,9,0,-910
hyperinflation,government debt,0,-45974,0,0,1122,0,0,-1
hyperinflation,economics,0,3997584,0,63,13959,17,1,-390
hyperinflation,efficiency wage,0,97103,0,0,759,0,0,10
hyperinflation,economy,0,4192509,0,-231,37521,72,3,-1104
hyperinflation,aggregate supply,0,-256485,0,0,2673,0,0,-48
